id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2965-P,79,1004.800575788878,KFQOA,New York,California,Mexico,National Pumpkin Festival,1379 A,1918 O,361,1046,0,Kabocha,455.76950277322874,Light
2374-P,49,991.8259491248056,FUZPD,New York,New York,Mexico,Local Pumpkin Festival,1091 U,1435 P,360,1038,-6,Queensland Blue,449.8843159154188,Light
2348-P,67,996.3482919530944,GYNUP,Los Angeles,Florida,France,Regional Pumpkin Festival,1048 M,1097 H,2,3,3,Queensland Blue,451.935614443588,Light
2404-P,34,999.3023333771156,VCHUC,Paris,Texas,USA,Local Pumpkin Festival,1960 X,1274 Z,361,1049,-2,Pumpkin Pie,453.2755440011926,Light
2334-P,61,989.998072336428,UNLDL,Paris,California,France,Local Pumpkin Festival,1787 J,1647 U,378,1178,-19,Kikuza,449.05520562722506,Light
2922-P,82,987.0865492178128,UXHWU,Chicago,Florida,Mexico,Local Pumpkin Festival,1307 Y,1065 I,359,1038,0,Kabocha,447.73456203280614,Light
2974-P,100,991.5250808773562,TKDQY,Houston,New York,USA,Local Pumpkin Festival,1886 T,1083 G,357,1048,-5,Kikuza,449.74784448532176,Light
2434-P,42,988.3160522961988,HWEQC,Chicago,Florida,USA,Regional Pumpkin Festival,1369 E,1157 S,360,1073,-3,Pumpkin Pie,448.2922547931374,Light
2498-P,1,980.4905531035736,GBHXO,Nottingham,Florida,USA,National Pumpkin Festival,1550 W,1751 Y,3,-5,5,Kikuza,444.74267096335615,Light
2140-P,26,984.7813779003918,LWJVH,Los Angeles,New York,Mexico,Local Pumpkin Festival,1873 L,1069 L,358,1045,-7,Kikuza,446.68895476459454,Light
2836-P,91,983.7847269549966,DAGBG,Los Angeles,California,USA,Regional Pumpkin Festival,1910 N,1121 V,368,1132,-11,Kabocha,446.2368818689708,Light
2476-P,80,978.6787518588826,KUGSD,Chicago,Florida,Mexico,Local Pumpkin Festival,1126 U,1646 R,347,974,-5,Pumpkin Pie,443.92085241317426,Light
2597-P,46,977.2759498618544,CKNDU,Paris,California,Mexico,Local Pumpkin Festival,1055 X,1778 O,355,1054,-6,Pumpkin Pie,443.28455264973826,Light
2107-P,72,974.2297125617042,UCEIA,New York,Texas,Mexico,National Pumpkin Festival,1923 X,1963 S,349,982,-1,Kabocha,441.90280378028854,Light
2907-P,16,972.2777387673036,FQXXN,Houston,Florida,Mexico,Regional Pumpkin Festival,1464 V,1560 O,337,878,12,Queensland Blue,441.01740408293875,Light
2587-P,9,971.5282404528932,FYUPB,New York,Texas,France,Regional Pumpkin Festival,1745 B,1735 K,334,853,12,Kabocha,440.6774376435087,Light
2044-P,80,966.5316854994744,KYHOC,Nottingham,Florida,USA,Local Pumpkin Festival,1039 O,1678 F,351,977,4,Kikuza,438.4110402890776,Light
2586-P,34,963.54349847883,OLTYU,New York,New York,USA,Regional Pumpkin Festival,1069 L,1716 M,358,1069,-8,Kikuza,437.05562256200943,Light
2432-P,76,966.8033015076072,ZTBCM,Los Angeles,California,USA,Regional Pumpkin Festival,1786 W,1330 E,351,1007,-6,Kikuza,438.5342431374386,Light
2578-P,13,951.4872834729032,JIKZA,Nottingham,New York,Mexico,National Pumpkin Festival,1853 T,1200 R,343,959,5,Pumpkin Pie,431.5870198850411,Light
2128-P,62,947.2308914400636,QMZAU,Nottingham,California,France,Regional Pumpkin Festival,1506 F,1522 T,338,924,8,Queensland Blue,429.6563545100813,Light
2278-P,89,940.5789320563896,BGXVB,Paris,Texas,USA,Local Pumpkin Festival,1088 L,1360 C,355,1000,-6,Kikuza,426.63907894932186,Light
2034-P,42,934.6525534950196,HJCQN,Houston,California,USA,Regional Pumpkin Festival,1516 U,1858 N,356,1056,-10,Kabocha,423.9509210449129,Light
2430-P,65,950.0776507202536,JUFZL,Los Angeles,California,France,Local Pumpkin Festival,1884 O,1078 T,366,1149,-19,Kabocha,430.94762174550124,Light
2587-P,77,929.0056278463452,MQHVM,New York,California,USA,Local Pumpkin Festival,1711 U,1361 F,338,896,2,Kabocha,421.3895207460794,Light
2884-P,67,935.223926609382,NBYJB,Nottingham,Texas,USA,National Pumpkin Festival,1606 V,1058 R,344,957,-8,Pumpkin Pie,424.2100913186028,Light
2462-P,77,924.1666269879788,XPUBZ,Houston,Florida,Mexico,National Pumpkin Festival,1803 A,1286 M,348,950,-2,Pumpkin Pie,419.1945886687313,Light
2929-P,16,939.3132806364448,OMJOT,Nottingham,California,France,National Pumpkin Festival,1500 N,1332 Y,342,890,7,Kabocha,426.06498959044626,Light
2578-P,99,931.988513533026,KPMLX,Houston,Texas,USA,Regional Pumpkin Festival,1526 C,1050 D,335,881,7,Queensland Blue,422.7425338304723,Light
2358-P,29,929.6841489791872,SCZAC,Houston,New York,France,National Pumpkin Festival,1086 O,1216 N,353,997,-6,Pumpkin Pie,421.69729250376747,Light
2874-P,82,917.1017101669684,USFIT,New York,Texas,France,Regional Pumpkin Festival,1651 D,1690 U,5,4,3,Queensland Blue,415.9899989180555,Light
2040-P,2,928.310867484659,ESCDU,Houston,New York,USA,Local Pumpkin Festival,1778 Q,1204 H,351,979,-5,Kabocha,421.07438300410143,Light
2831-P,73,928.9313425309956,UCFXO,Los Angeles,New York,France,Regional Pumpkin Festival,1523 D,1591 U,342,882,3,Pumpkin Pie,421.35582552131933,Light
2177-P,11,921.893804599531,RJBQF,Nottingham,California,France,National Pumpkin Festival,1807 S,1207 Z,341,941,0,Queensland Blue,418.16365461591045,Light
2677-P,72,925.7953815450892,ATGQY,Houston,New York,France,Local Pumpkin Festival,1879 J,1124 C,1,-4,5,Pumpkin Pie,419.93337870580007,Light
2952-P,97,916.2277198500932,XZUGE,Houston,Florida,France,Local Pumpkin Festival,1650 T,1272 Q,3,1,1,Pumpkin Pie,415.5935639022435,Light
2966-P,69,912.5917980670928,FGJOR,Chicago,Florida,Mexico,Regional Pumpkin Festival,1610 V,1816 M,357,1006,-7,Pumpkin Pie,413.9443388688487,Light
2124-P,66,905.8964109476656,EQLFN,Los Angeles,New York,Mexico,National Pumpkin Festival,1468 X,1867 D,-4,-1,0,Kikuza,410.9073648345735,Light
2702-P,77,914.4449689378962,BZNVD,New York,Florida,France,Local Pumpkin Festival,1165 W,1995 O,-4,-3,-3,Kikuza,414.7849223504782,Light
2320-P,29,912.1350272316486,TYEBT,Los Angeles,Florida,USA,Regional Pumpkin Festival,1092 H,1804 X,-2,3,-5,Pumpkin Pie,413.73715127205793,Light
2016-P,29,920.3307989770548,GZOCO,New York,California,France,Regional Pumpkin Festival,1842 L,1749 U,340,934,1,Kikuza,417.45468776960024,Light
2015-P,10,910.6758878199385,XKEJR,Nottingham,Florida,USA,Local Pumpkin Festival,1712 Z,1203 D,355,1028,-9,Pumpkin Pie,413.0752973080215,Light
2146-P,21,897.9224462620914,ARVRL,Los Angeles,Texas,USA,Regional Pumpkin Festival,1561 W,1351 M,5,0,-4,Queensland Blue,407.2904382449146,Light
2552-P,23,902.0567437214776,WZFHL,Houston,Florida,Mexico,National Pumpkin Festival,1976 P,1823 X,342,884,7,Queensland Blue,409.1657224981125,Light
2621-P,24,895.2136959480122,VKNBW,Chicago,New York,USA,National Pumpkin Festival,1716 S,1429 D,345,904,4,Queensland Blue,406.06177077245076,Light
2209-P,87,890.2910221312195,FCRLG,Houston,California,USA,Local Pumpkin Festival,1306 A,1231 I,336,857,1,Kabocha,403.82888531054414,Light
2719-P,4,885.8708836166188,GPOJA,Houston,New York,Mexico,Local Pumpkin Festival,1429 S,1552 G,343,964,-2,Kikuza,401.82394584142935,Light
2947-P,80,898.3303576884791,VTUKB,Houston,Florida,France,National Pumpkin Festival,1548 J,1258 C,346,940,-2,Kabocha,407.47546360463264,Light
2820-P,5,884.0428394442424,CNUQY,New York,New York,France,National Pumpkin Festival,1554 Z,1503 B,305,627,45,Kabocha,400.9947596291928,Light
2170-P,85,882.0179578112438,EBOYB,Chicago,New York,Mexico,Local Pumpkin Festival,1944 C,1163 B,339,858,2,Pumpkin Pie,400.07628951951773,Light
2651-P,20,878.1982377162203,MXDLZ,Nottingham,New York,Mexico,National Pumpkin Festival,1455 C,1396 Z,354,983,-6,Kabocha,398.3436950421758,Light
2138-P,95,889.5155574390665,GKSFH,Paris,Texas,Mexico,National Pumpkin Festival,1697 W,1868 L,337,859,-2,Queensland Blue,403.477140729901,Light
2562-P,89,880.208616837114,MVMGQ,Houston,Florida,USA,Regional Pumpkin Festival,1170 J,1941 L,350,978,-14,Kikuza,399.25558692838024,Light
2052-P,73,881.2633223710582,VNSUU,Los Angeles,California,USA,Regional Pumpkin Festival,1197 H,1536 W,367,1116,-23,Pumpkin Pie,399.733992920933,Light
2154-P,44,874.7953832224011,MNWMZ,Los Angeles,Florida,USA,Regional Pumpkin Festival,1772 X,1992 P,334,845,-2,Pumpkin Pie,396.8001874666154,Light
2769-P,65,881.5037869738414,SFETO,New York,New York,USA,National Pumpkin Festival,1241 F,1018 M,345,905,-8,Kabocha,399.8430657410387,Light
2385-P,70,869.581789306365,QALXL,Nottingham,California,France,Regional Pumpkin Festival,1196 T,1617 K,8,-2,3,Pumpkin Pie,394.43534297505266,Light
2877-P,6,874.1278025386855,LIHXE,New York,Texas,USA,Local Pumpkin Festival,1986 Z,1448 H,335,893,-2,Queensland Blue,396.4973782091274,Light
2980-P,85,873.5278376545757,ZXRNR,Nottingham,Florida,Mexico,Local Pumpkin Festival,1302 S,1473 V,354,985,-17,Kikuza,396.2252389374143,Light
2053-P,100,867.8949654968455,FINQZ,Chicago,Florida,USA,Local Pumpkin Festival,1589 U,1931 U,340,896,-6,Kabocha,393.67021318964515,Light
2336-P,2,875.788491120562,TAVNO,Los Angeles,California,USA,National Pumpkin Festival,1877 W,1021 Q,333,844,-3,Queensland Blue,397.25065326435794,Light
2779-P,77,870.6230456735939,ZTWUL,Los Angeles,Florida,France,Local Pumpkin Festival,1070 T,1739 X,322,788,6,Kabocha,394.90764853317677,Light
2635-P,60,865.8267088085413,JZKIH,Houston,Florida,France,Regional Pumpkin Festival,1538 F,1722 Y,338,885,-2,Pumpkin Pie,392.7320685018839,Light
2020-P,62,861.2889664201066,POFGN,Los Angeles,New York,USA,Regional Pumpkin Festival,1903 N,1407 Q,335,895,-8,Kabocha,390.673784856429,Light
2140-P,4,854.6000356245786,JBQDO,Nottingham,Florida,USA,Local Pumpkin Festival,1340 W,1408 V,346,983,-12,Pumpkin Pie,387.63973935902385,Light
2193-P,27,862.4095430979505,ITXVY,Los Angeles,Florida,France,Regional Pumpkin Festival,1576 K,1327 Q,2,5,2,Pumpkin Pie,391.1820694728856,Light
2868-P,9,863.590022736229,PNGCM,Nottingham,Florida,Mexico,National Pumpkin Festival,1799 I,1643 Z,2,-4,-1,Pumpkin Pie,391.7175255929716,Light
2183-P,52,847.7362394966185,MOJFM,Nottingham,California,France,Regional Pumpkin Festival,1727 E,1755 B,337,860,2,Pumpkin Pie,384.5263763457502,Light
2984-P,50,850.6847679000348,NTDFT,Houston,Florida,USA,Local Pumpkin Festival,1142 D,1562 I,1,3,-2,Kikuza,385.86380524131255,Light
2807-P,85,846.3591085458174,BEWCB,New York,New York,USA,Local Pumpkin Festival,1873 H,1538 T,4,-2,-3,Pumpkin Pie,383.9017207635144,Light
2637-P,34,850.2573966570199,MCWEF,New York,New York,USA,Local Pumpkin Festival,1699 L,1735 G,336,845,-4,Kabocha,385.66995306445097,Light
2323-P,60,853.2271085726097,KENZF,Los Angeles,Florida,Mexico,Regional Pumpkin Festival,1000 C,1988 X,336,832,1,Queensland Blue,387.01699063166717,Light
2710-P,6,833.6587015576661,AILOS,Paris,Florida,Mexico,Local Pumpkin Festival,1876 X,1710 M,321,753,12,Kikuza,378.1409177569449,Light
2476-P,88,833.2556425433606,FNLIU,Chicago,California,Mexico,Regional Pumpkin Festival,1230 S,1732 E,339,907,-12,Kikuza,377.95809341252806,Light
2847-P,22,851.4247705023736,AHDUT,Chicago,New York,USA,Regional Pumpkin Festival,1960 B,1138 U,342,898,-2,Kabocha,386.1994645017126,Light
2574-P,56,837.0930393561721,RZAFP,Houston,New York,Mexico,National Pumpkin Festival,1392 U,1515 V,-2,1,-5,Queensland Blue,379.6987059076448,Light
2767-P,42,835.0946703054011,ZMSFM,Chicago,New York,France,National Pumpkin Festival,1098 D,1601 N,325,811,-2,Kikuza,378.7922616931675,Light
2215-P,89,837.0501716658473,OABAV,Houston,New York,France,Local Pumpkin Festival,1985 E,1252 L,333,886,-8,Kabocha,379.679261466255,Light
2639-P,95,830.2237509351223,BMDXD,Nottingham,California,USA,National Pumpkin Festival,1784 K,1868 Z,328,815,3,Kikuza,376.582851634164,Light
2903-P,8,829.0090056162328,YXCVE,Los Angeles,Texas,USA,Regional Pumpkin Festival,1313 Z,1091 G,348,930,-14,Pumpkin Pie,376.03185287547825,Light
2598-P,9,831.8373069969937,WLQNJ,Nottingham,New York,Mexico,Regional Pumpkin Festival,1786 G,1452 M,333,849,-4,Queensland Blue,377.3147477553803,Light
2588-P,47,839.0341852711514,DUSLK,New York,New York,France,National Pumpkin Festival,1347 U,1891 D,350,968,-18,Queensland Blue,380.5791941655121,Light
2609-P,56,818.7672003183513,NLTVI,Chicago,California,France,Regional Pumpkin Festival,1881 R,1050 N,337,861,-8,Kabocha,371.3862519268016,Light
2379-P,93,821.6243717715145,RFLMK,New York,California,Mexico,Local Pumpkin Festival,1631 J,1382 L,337,850,-7,Queensland Blue,372.6822420405848,Light
2311-P,40,819.8791370438412,HZTFK,Los Angeles,Florida,Mexico,National Pumpkin Festival,1835 N,1568 D,340,859,-5,Kabocha,371.89061752999,Light
2809-P,18,817.4517962522805,QKWPH,Nottingham,Texas,Mexico,National Pumpkin Festival,1571 S,1651 M,327,808,-1,Pumpkin Pie,370.7895951656644,Light
2575-P,16,826.007639747113,OUAGF,Nottingham,Florida,USA,National Pumpkin Festival,1226 S,1986 L,345,942,-14,Pumpkin Pie,374.67045732817246,Light
2937-P,19,826.0984475994483,ECCQD,New York,Texas,France,Regional Pumpkin Festival,1890 D,1827 S,359,1064,-22,Pumpkin Pie,374.71164704352896,Light
2224-P,15,824.7570458816365,ZXEJT,Los Angeles,Florida,Mexico,Local Pumpkin Festival,1021 N,1513 W,343,903,-5,Queensland Blue,374.10319795554324,Light
2090-P,20,816.377516455017,ZISSC,Chicago,New York,France,Regional Pumpkin Festival,1272 N,1232 X,336,883,-3,Kabocha,370.3023104438641,Light
2697-P,94,803.2053317371756,HKHRP,Houston,Texas,USA,Local Pumpkin Festival,1628 Q,1224 N,329,785,8,Queensland Blue,364.32751283332897,Light
2041-P,82,814.1803745580837,XOJTD,New York,California,USA,National Pumpkin Festival,1601 G,1817 Q,343,940,-17,Kabocha,369.3057044565503,Light
2058-P,74,817.0132777383551,SAIJG,Nottingham,Texas,Mexico,Regional Pumpkin Festival,1347 R,1112 N,327,799,6,Pumpkin Pie,370.59068667589594,Light
2834-P,9,798.4896145388484,OTYGV,Los Angeles,California,Mexico,National Pumpkin Festival,1736 K,1018 E,344,964,-12,Kikuza,362.1885012379053,Light
2267-P,98,810.3520491784438,NWTLU,Nottingham,Texas,USA,National Pumpkin Festival,1553 J,1753 A,331,807,-5,Kabocha,367.5692066909487,Light
2308-P,26,798.1862757073716,GMFKD,Houston,Florida,France,Regional Pumpkin Festival,1980 W,1062 Q,342,905,-16,Kikuza,362.0509091706581,Light
2635-P,59,806.7395845782012,NIDSH,Paris,California,USA,National Pumpkin Festival,1427 F,1368 L,339,924,-11,Kabocha,365.93062164799545,Light
2011-P,14,810.2610861258581,BTFMC,Nottingham,Texas,Mexico,National Pumpkin Festival,1089 Q,1665 U,319,724,9,Queensland Blue,367.52794657800024,Light
2690-P,34,800.7136250063777,IJDQY,Houston,Texas,USA,Local Pumpkin Festival,1488 Z,1607 H,330,845,-6,Queensland Blue,363.1972945938929,Light
2618-P,56,791.1269581852481,VMUWK,Houston,Texas,Mexico,Regional Pumpkin Festival,1327 A,1143 I,342,874,-5,Queensland Blue,358.84885921716307,Light
2388-P,92,796.4918221281841,DHCNC,Houston,Texas,France,Regional Pumpkin Festival,1536 M,1711 T,320,757,8,Pumpkin Pie,361.2823185827673,Light
2377-P,9,788.864237437956,HSPVN,New York,California,France,National Pumpkin Festival,1866 B,1659 K,317,761,3,Kabocha,357.82250718795734,Light
2502-P,42,799.2161113452166,CEZVV,Paris,Texas,USA,National Pumpkin Festival,1593 C,1476 G,326,838,-10,Pumpkin Pie,362.5180343772995,Light
2576-P,39,800.6277278512716,EUVCF,Houston,Florida,Mexico,National Pumpkin Festival,1506 P,1924 T,313,692,10,Queensland Blue,363.158332331514,Light
2327-P,98,782.5393495576457,UOTRN,Los Angeles,New York,France,Local Pumpkin Festival,1234 I,1487 C,335,878,-6,Queensland Blue,354.9535886445516,Light
2231-P,81,795.385397547856,YCHEU,Paris,Texas,USA,Local Pumpkin Festival,1827 V,1639 O,314,688,19,Kikuza,360.7804532445271,Light
2462-P,30,798.4320548512042,QIYSM,New York,New York,Mexico,Local Pumpkin Festival,1077 L,1533 O,328,837,-8,Queensland Blue,362.16239262406737,Light
2939-P,58,790.4651924464852,HIENF,New York,Florida,France,Local Pumpkin Festival,1804 B,1923 J,300,651,25,Pumpkin Pie,358.5486875721861,Light
2846-P,56,780.7258287914098,EGFCK,New York,Texas,USA,National Pumpkin Festival,1182 I,1260 L,339,868,-8,Queensland Blue,354.13099013315315,Light
2359-P,12,785.6996669955552,ITGCN,Houston,Texas,USA,Regional Pumpkin Festival,1866 J,1585 C,324,764,7,Kabocha,356.3870833518479,Light
2488-P,29,793.2047401219606,CUTDI,Nottingham,New York,USA,National Pumpkin Festival,1603 H,1006 G,328,793,0,Pumpkin Pie,359.79132448140035,Light
2320-P,38,790.3231484631076,QFYFX,New York,Texas,Mexico,National Pumpkin Festival,1826 G,1810 F,340,881,-10,Kikuza,358.4842575576779,Light
2317-P,21,793.4554200954735,EEYTD,New York,Florida,USA,Local Pumpkin Festival,1442 M,1601 M,343,921,-11,Queensland Blue,359.905030911946,Light
2885-P,88,781.2393531613052,LQMRH,Chicago,Florida,France,Regional Pumpkin Festival,1117 L,1321 L,-2,-3,-3,Queensland Blue,354.3639206791427,Light
2115-P,13,776.9734541084617,BRFZN,Houston,Texas,USA,National Pumpkin Festival,1492 X,1849 G,335,856,-6,Queensland Blue,352.4289429959654,Light
2115-P,69,778.9579914011061,NWGNC,Houston,New York,France,Local Pumpkin Festival,1258 Y,1077 T,2,1,-5,Kabocha,353.3291132356105,Light
2560-P,73,776.5325542204082,BPHSV,Houston,Florida,France,National Pumpkin Festival,1502 A,1241 G,326,823,-3,Pumpkin Pie,352.2289543339434,Light
2190-P,12,777.1237953789532,UVXXM,Houston,New York,France,Regional Pumpkin Festival,1747 P,1085 W,264,402,95,Kabocha,352.4971365935302,Light
2388-P,81,761.3054856115953,RXHMG,New York,California,USA,Local Pumpkin Festival,1369 Z,1668 Y,318,765,-1,Pumpkin Pie,345.3220778295347,Light
2090-P,47,763.1725141843781,CCZOB,Paris,Florida,Mexico,Regional Pumpkin Festival,1589 R,1332 X,309,693,6,Kikuza,346.1689470539204,Light
2266-P,76,772.9119420489296,TZXIP,Nottingham,Texas,France,Regional Pumpkin Festival,1363 F,1737 R,298,624,20,Queensland Blue,350.5866736178581,Light
2562-P,80,771.1241641407833,VOHWO,Houston,Florida,France,National Pumpkin Festival,1005 D,1801 N,322,797,-5,Queensland Blue,349.7757518609462,Light
2180-P,100,768.3194604190066,QRVJK,Chicago,California,Mexico,National Pumpkin Festival,1569 J,1994 P,333,830,-10,Kikuza,348.50356069037804,Light
2815-P,21,758.7799970628694,YTYDB,Los Angeles,California,France,National Pumpkin Festival,1589 V,1125 I,333,819,-6,Kabocha,344.17653642774104,Light
2602-P,92,756.9516810635105,FDPTH,Houston,California,Mexico,Regional Pumpkin Festival,1225 P,1977 S,-2,-4,-4,Queensland Blue,343.34722691695987,Light
2770-P,70,768.3149810414761,ORJIE,Los Angeles,Florida,France,Local Pumpkin Festival,1577 Z,1250 T,2,1,4,Kabocha,348.5015288805652,Light
2589-P,84,757.1570547195151,BIVUX,New York,Texas,France,Local Pumpkin Festival,1195 X,1895 Y,337,899,-19,Pumpkin Pie,343.4403827643343,Light
2513-P,7,750.0470027761534,PYJYR,Paris,New York,Mexico,Regional Pumpkin Festival,1860 V,1859 Z,310,704,6,Pumpkin Pie,340.21532008324095,Light
2888-P,39,762.0234678853303,FOLLC,Houston,Texas,Mexico,Regional Pumpkin Festival,1118 B,1517 B,314,718,7,Pumpkin Pie,345.64774884504277,Light
2055-P,30,747.3868195284158,VCORV,Houston,Texas,Mexico,Local Pumpkin Festival,1881 R,1425 J,325,785,-8,Pumpkin Pie,339.0086822435332,Light
2887-P,27,762.2924714418128,PCWRL,Houston,California,France,National Pumpkin Festival,1826 J,1116 I,324,820,-5,Pumpkin Pie,345.76976670623475,Light
2155-P,66,759.4725426184013,FENJD,Nottingham,Florida,France,Local Pumpkin Festival,1007 O,1295 T,302,618,21,Kabocha,344.4906695513659,Light
2228-P,34,753.4922686936334,NOXYP,Houston,New York,France,National Pumpkin Festival,1725 G,1680 X,328,822,-8,Queensland Blue,341.7780651412825,Light
2608-P,1,760.3996692625806,LLZQO,Los Angeles,Texas,France,Regional Pumpkin Festival,1071 A,1859 O,322,762,3,Kikuza,344.91120678015244,Light
2409-P,31,745.04527765885,THZMN,Paris,New York,Mexico,Local Pumpkin Festival,1516 K,1184 C,323,758,2,Pumpkin Pie,337.94657758383306,Light
2277-P,46,745.9087657136843,ONOHT,New York,California,Mexico,National Pumpkin Festival,1729 N,1474 C,4,-5,0,Queensland Blue,338.33824885760146,Light
2995-P,9,756.9242755891755,ZABJD,Houston,New York,France,Regional Pumpkin Festival,1630 M,1819 K,282,534,39,Kikuza,343.3347960130453,Light
2619-P,98,754.7391218012199,KKIDK,New York,Texas,Mexico,Local Pumpkin Festival,1029 K,1735 K,334,824,-10,Kikuza,342.3436277360589,Light
2453-P,76,734.628250606358,GSBOE,New York,New York,France,Regional Pumpkin Festival,1369 U,1433 A,319,781,-9,Kabocha,333.22149744903913,Light
2623-P,13,745.0926121203229,JYZQP,Chicago,New York,USA,Regional Pumpkin Festival,1712 P,1000 Z,323,794,-9,Pumpkin Pie,337.9680481168815,Light
2301-P,2,729.7887340057641,OSZDJ,Los Angeles,Florida,France,Local Pumpkin Festival,1336 N,1190 H,321,744,-3,Kikuza,331.02633143514254,Light
2829-P,76,732.0489352261648,OIMUS,Houston,Florida,USA,Local Pumpkin Festival,1466 V,1522 M,326,801,-11,Queensland Blue,332.05154062710653,Light
2118-P,72,720.191121318005,ETBSP,New York,Florida,USA,Local Pumpkin Festival,1598 D,1716 D,-4,0,-2,Kabocha,326.6729311008765,Light
2442-P,15,709.5477327303961,BJIDB,Paris,New York,USA,Regional Pumpkin Festival,1900 Z,1514 R,315,708,2,Queensland Blue,321.8451751846458,Light
2219-P,90,706.3379313493148,XVDWS,Chicago,Florida,Mexico,Regional Pumpkin Festival,1694 E,1846 F,0,5,2,Pumpkin Pie,320.3892349565984,Light
2887-P,29,719.8869608510286,DXDCK,Houston,California,Mexico,Local Pumpkin Festival,1601 Q,1072 O,320,765,-5,Pumpkin Pie,326.53496634633973,Light
2422-P,69,711.5968326376751,KFUJY,New York,Florida,Mexico,Regional Pumpkin Festival,1856 R,1115 G,5,-2,-1,Kikuza,322.7746305097883,Light
2390-P,55,701.8861546544358,EQQGO,Chicago,New York,USA,Local Pumpkin Festival,1054 T,1890 Z,3,5,-3,Kikuza,318.36994466201486,Light
2439-P,68,704.8011914500967,XTCPX,New York,Florida,USA,Regional Pumpkin Festival,1732 P,1978 N,319,752,-8,Pumpkin Pie,319.69218203223227,Light
2419-P,95,711.2213719533756,HZNVQ,New York,Florida,USA,Regional Pumpkin Festival,1297 F,1768 T,329,785,-13,Pumpkin Pie,322.6043245470756,Light
2440-P,81,717.6192783862352,XTYHA,Chicago,Texas,France,Regional Pumpkin Festival,1829 W,1863 D,323,816,-16,Kabocha,325.5063637217692,Light
2239-P,93,706.0463239844888,OLMYU,Houston,Texas,Mexico,National Pumpkin Festival,1381 V,1902 H,301,594,20,Kabocha,320.25696418877226,Light
2451-P,62,710.9890920361504,OQHST,New York,Florida,Mexico,Regional Pumpkin Festival,1370 K,1966 W,332,812,-17,Pumpkin Pie,322.49896423486155,Light
2260-P,73,696.9971716417,GCVQY,Los Angeles,California,Mexico,Local Pumpkin Festival,1755 M,1317 U,3,4,-2,Pumpkin Pie,316.152341079302,Light
2941-P,40,691.3986900225282,DQSUB,Chicago,Texas,USA,Local Pumpkin Festival,1193 Q,1945 B,328,780,-11,Kikuza,313.6129146046986,Light
2631-P,24,690.8892270093784,VYPOI,Chicago,Texas,France,Local Pumpkin Festival,1175 N,1302 L,306,646,9,Queensland Blue,313.38182625763795,Light
2215-P,86,701.9101544329897,ZBXTH,New York,Florida,France,Local Pumpkin Festival,1538 H,1059 Y,309,653,1,Queensland Blue,318.38083076956866,Light
3000-P,68,694.8276164522395,HPRBL,Houston,New York,France,National Pumpkin Festival,1465 H,1014 G,312,691,4,Queensland Blue,315.1682482018042,Light
2135-P,90,684.463874601759,SDZTR,Nottingham,Texas,Mexico,Regional Pumpkin Festival,1805 G,1396 T,305,650,10,Kabocha,310.4673378083611,Light
2057-P,12,695.4588704118505,ULCTV,Paris,Florida,Mexico,Local Pumpkin Festival,1943 Q,1218 N,316,715,-2,Pumpkin Pie,315.4545799478521,Light
2898-P,57,677.73391868826,TSZXV,New York,New York,USA,Regional Pumpkin Festival,1395 M,1379 N,314,740,-10,Kabocha,307.41468364564525,Light
2400-P,100,685.5296440348029,WEYOL,Paris,Texas,France,Local Pumpkin Festival,1082 G,1534 Z,310,690,-5,Kabocha,310.9507622970343,Light
2883-P,13,676.2171124219894,HFOWN,Nottingham,Florida,France,Local Pumpkin Festival,1152 M,1843 X,313,738,-8,Pumpkin Pie,306.72667245771504,Light
2973-P,84,681.1280905082822,ZHCWZ,Houston,Florida,USA,National Pumpkin Festival,1194 E,1223 A,274,504,39,Kabocha,308.95425282983274,Light
2404-P,73,683.2899615680799,DFAFG,Paris,New York,USA,Regional Pumpkin Festival,1722 U,1353 D,312,676,-4,Pumpkin Pie,309.9348602475885,Light
2800-P,16,669.3746212944388,FDHGG,Houston,New York,USA,Local Pumpkin Festival,1914 K,1381 U,-2,-3,5,Kabocha,303.6229732221871,Light
2788-P,92,667.6170766670257,UFHTQ,New York,Florida,France,Regional Pumpkin Festival,1700 M,1512 D,301,656,7,Kabocha,302.82576503954954,Light
2201-P,78,660.584708836861,GNTSQ,Houston,New York,Mexico,Local Pumpkin Festival,1552 F,1610 D,310,700,1,Pumpkin Pie,299.63593925072945,Light
2075-P,38,668.2594118436798,MUMHK,Houston,Florida,USA,Local Pumpkin Festival,1295 T,1429 R,-1,5,0,Kikuza,303.11712313699843,Light
2479-P,18,672.4019206818193,XCUYP,Chicago,Florida,France,Regional Pumpkin Festival,1517 K,1084 F,316,707,-1,Pumpkin Pie,304.9961320059078,Light
2815-P,49,658.9110702537,OENPD,Los Angeles,California,Mexico,Local Pumpkin Festival,1187 N,1911 C,311,685,-6,Kabocha,298.8767901785163,Light
2671-P,75,655.1543272938579,OEPIO,Nottingham,Florida,Mexico,Regional Pumpkin Festival,1295 H,1909 T,2,0,-4,Kabocha,297.1727616258756,Light
2986-P,4,651.2516398103908,AIOCQ,Los Angeles,California,France,Regional Pumpkin Festival,1184 O,1246 G,307,700,-8,Kabocha,295.4025338048748,Light
2948-P,85,657.4532223688439,SKGHC,Los Angeles,Texas,Mexico,National Pumpkin Festival,1738 V,1846 P,300,607,6,Kabocha,298.2155220407286,Light
